url
https://www.nbcnews.com/select/shopping/select-pet-awards-under-25-ncna1306012
https://www.nbcnews.com/feature/nbc-out/lil-nas-x-dolly-parton-lena-waithe-appear-virtual-glaad-n1233424
https://www.nbcnews.com/politics/congress/blog/electoral-college-certification-updates-n1252864/ncrd1253052#blogHeader
https://www.nbcnews.com/select/shopping/what-we-bought-black-friday-cyber-monday-rcna126998
https://www.nbcnews.com/select/shopping/select-pet-awards-under-25-ncna1306012
https://www.nbcnews.com/feature/nbc-out/lil-nas-x-dolly-parton-lena-waithe-appear-virtual-glaad-n1233424
https://www.nbcnews.com/politics/congress/blog/electoral-college-certification-updates-n1252864/ncrd1253052#blogHeader
https://www.nbcnews.com/select/shopping/what-we-bought-black-friday-cyber-monday-rcna126998
